domain_name,agency_organization,maintaining_office,use_case,agency_type,branch,state,comments,link,date_added,city,security_contact_email
bottineau.govoffice.com,,,,local,,North Dakota,"City of Bottineau, ND -- Note added 7/18/13 12:54",http://www.bottineau.govoffice.com/,6/6/13 18:09,,
bouldercounty.org,,,,county,,Colorado,"Boulder County, CO -- Note added 1/2/14 14:47",http://www.bouldercounty.org/pages/default.aspx,1/2/14 14:47,,
boundarycountyid.org,,,,county,,Idaho,"Boundary County, ID -- Note added 7/5/13 18:27",http://boundarycountyid.org/,6/6/13 18:08,,
boundbrook-nj.org,,,,local,,New Jersey,"bound brook,  nj -- Note added 9/15/15 18:58",http://boundbrook-nj.org/,6/6/13 18:08,,
bourboncountyks.org,,,,county,,Kansas,"Bourbon County, KS -- Note added 3/20/14 17:36",http://bourboncountyks.org/,6/6/13 18:08,,
bovinany.org,,,,local,,New York,"Town of Bovina, NY -- Note added 6/17/15 16:28",http://bovinany.org/,6/6/13 18:08,,
bow-nh.com,,,,local,,New Hampshire,"bow, nh -- Note added 8/28/15 18:38",http://bow-nh.com/Pages/index,6/6/13 18:08,,
bowdoinham.com,,,,local,,Maine,"bowdoinham, me -- Note added 8/27/15 17:59",http://www.bowdoinham.com/,6/6/13 18:08,,
bowdoinme.com,,,,local,,Maine,"bowdoin, me -- Note added 8/27/15 17:59",http://bowdoinme.com/,6/6/13 18:08,,
bowdon.net,,,,local,,Georgia,"Bowdon, Ga -- Note added 8/25/15 14:11",http://bowdon.net/,6/6/13 18:08,,
bowdonnd.com,,,,local,,North Dakota,"City of Bowdon, ND -- Note added 7/18/13 12:55",http://www.bowdonnd.com/,6/6/13 18:08,,
bowmannd.com,,,,local,,North Dakota,"City of Bowman, ND -- Note added 7/18/13 17:22",http://bowmannd.com/city/,7/18/13 17:21,,
boxelder.us,,,,local,,South Dakota,"City of Box Elder, SD -- Note added 7/17/14 5:11",http://boxelder.us/,6/6/13 18:08,,
boxeldercounty.org,,,,county,,Utah,"Box Elder County, UT -- Note added 8/19/14 5:00",http://www.boxeldercounty.org/,6/6/13 18:08,,
boydeniowa.net,,,,local,,Iowa,"Boyden, Ia -- Note added 8/25/15 19:59",http://boydeniowa.net/,6/6/13 18:08,,
bozeman.net,,,,local,,Montana,"City of Bozeman, MT -- Note added 11/22/13 12:38",http://www.bozeman.net/Home,6/6/13 18:08,,
bradford-vt.us,,,,local,,Vermont,"Town of Bradford, VT -- Note added 8/13/14 5:28",http://bradford-vt.us/,6/6/13 18:08,,
bradfordcountypa.org,,,,county,,Pennsylvania,"Bradford County, PA -- Note added 7/5/13 18:25",http://bradfordcountypa.org/,6/6/13 18:08,,
bradfordnh.com,,,,local,,New Hampshire,The Bradford Business Association  -- Note added 8/28/15 18:38,http://www.bradfordnh.com/,6/6/13 18:08,,
bradfordpa.com,,,,local,,Pennsylvania,"City of Bradford, PA -- Note added 7/1/14 17:56",http://bradfordpa.com,6/6/13 18:08,,
bradfordtwpmckeancnty.jimdo.com,,,,local,,Pennsylvania,"Bradford Township, McKean County, PA -- Note added 9/23/15 13:06",,9/23/15 13:06,,
bradfordwoodspa.org,,,,local,,Pennsylvania,"Bradford Woods, PA -- Note added 7/1/14 17:59",http://bradfordwoodspa.org/,6/6/13 18:08,,
bradleybeachonline.com,,,,local,,New Jersey,"bradley beach, NJ -- Note added 9/15/15 18:59",http://bradleybeachonline.com/,6/6/13 18:08,,
bradleyco.net,,,,county,,Tennessee,"Bradley County, TN -- Note added 6/20/14 14:33",http://bradleyco.net/,6/6/13 18:08,,
bradytwp.org,,,,local,,Michigan,"brady township, mi -- Note added 9/2/15 20:03",http://bradytwp.org/,6/6/13 18:08,,
bradytwp.us,,,,local,,Pennsylvania,"Brady Township, Butler County, PA -- Note added 9/23/15 13:06",,9/23/15 13:06,,
braham.com,,,,local,,Minnesota,"City of Braham, MN -- Note added 3/24/15 1:54",http://www.braham.com/,6/6/13 18:08,,
braintreevt.com,,,,local,,Vermont,"Town of Braintree, VT -- Note added 8/13/14 5:29",http://www.braintreevt.com/,6/6/13 18:08,,
branchburg.nj.us,,,,local,,New Jersey,"branchburg, nj -- Note added 9/15/15 18:59",http://branchburg.nj.us/,6/6/13 18:08,,
brandenburgky.org,,,,local,,Kentucky,"brandenburg, Ky -- Note added 8/27/15 16:11",http://brandenburgky.org/,6/6/13 18:08,,
brandon.govoffice.com,,,,local,,South Dakota,"City of Brandon, SD -- Note added 3/20/14 17:37",http://www.brandon.govoffice.com/,6/6/13 18:09,,
brandontownship.org,,,,local,,Minnesota,"Brandon Township, MN -- Note added 3/24/15 1:56",http://www.brandontownship.org/,6/6/13 18:08,,
brantleycountyga.blogspot.com,,,,county,,Georgia,"Brantley County, GA -- Note added 7/19/13 17:13",http://brantleycountyga.blogspot.com/,6/6/13 18:08,,
brantny.com,,,,local,,New York,"Town of Brant, NY -- Note added 6/17/15 16:30",http://brantny.com/,6/6/13 18:08,,
braselton.net,,,,local,,Georgia,"Braselton, Ga -- Note added 8/25/15 14:13",http://braselton.net/,6/6/13 18:08,,
brattleboro.org,,,,local,,Vermont,"Town of Brattleboro, VT -- Note added 8/13/14 5:30",http://www.brattleboro.org/,6/6/13 18:08,,
brazoria-county.com,,,,county,,Texas,"Brazoria County, TX -- Note added 8/18/14 17:46",http://www.brazoria-county.com/,6/6/13 18:08,,
brazos.org,,,,local,,Texas,"Brazos River Authority, TX -- Note added 3/3/15 6:45",http://www.brazos.org/,6/6/13 18:08,,
breese.org,,,,local,,Illinois,"City of Breese, IL -- Note added 7/1/14 19:21",http://breese.org/,6/6/13 18:08,,
brentwood-tn.org,,,,local,,Tennessee,"City of Brentwood, TN -- Note added 6/20/14 14:33",http://brentwood-tn.org/,6/6/13 18:08,,
brentwoodboro.com,,,,local,,Pennsylvania,"Borough of Brentwood, PA -- Note added 11/20/13 17:08",http://www.brentwoodboro.com/,6/6/13 18:08,,
brentwoodborough.com,,,,local,,,"Borough of Brentwood, PA -- Note added 11/20/13 17:07",,6/6/13 18:08,,
brentwoodmo.org,,,,local,,Missouri,"City of Brentwood, MO. -- Note added 9/4/15 14:18",http://brentwoodmo.org/,6/6/13 18:08,,
brevardcounty.us,,,,county,,Florida,"Brevard County, FL -- Note added 6/25/13 16:19",http://brevardcounty.us/,6/6/13 18:08,,
brewstercountytx.com,,,,county,,Texas,"Brewster County, TX -- Note added 12/4/13 19:10",http://brewstercountytx.com/,6/6/13 18:08,,
brgov.com,,,,local,,Louisiana,"Baton Rouge, LA -- Note added 8/24/15 13:59",http://brgov.com/,6/6/13 18:08,,
briarcliffmanor.org,,,,local,,New York,"Village of Briarcliff Manor, NY -- Note added 6/17/15 16:31",http://briarcliffmanor.org/pages/index,6/6/13 18:08,,
briarcreektwp.org,,,,local,,Pennsylvania,"Briar Creek Township, Columbia County, PA -- Note added 9/23/15 13:06",,9/23/15 13:06,,
bridgecitytex.com,,,,local,,Texas,"Bridge City, TX -- Note added 12/4/13 19:09",http://www.bridgecitytex.com/,6/6/13 18:08,,
bridgeportwashington.net,,,,local,,Washington,"City of Bridgeport, WA -- Note added 9/12/14 5:26",http://www.bridgeportwashington.net/,6/6/13 18:08,,
bridgeportwv.com,,,,local,,West Virginia,"City of Bridgeport, WV -- Note added 7/24/14 5:22",http://bridgeportwv.com/,6/6/13 18:08,,
bridgetonmo.com,,,,local,,Missouri,"City of Bridgeton, MO. -- Note added 9/4/15 14:34",http://bridgetonmo.com/,6/6/13 18:08,,
bridgevilleboro.com,,,,local,,Pennsylvania,"Borough of Bridgeville, PA -- Note added 7/1/14 18:01",http://bridgevilleboro.com/,6/6/13 18:08,,
bridgewatersd.com,,,,local,,South Dakota,"City of Bridgewater, SD -- Note added 7/17/14 5:12",http://bridgewatersd.com/,6/6/13 18:08,,
bridgewatertwp.org,,,,local,,Minnesota,"Bridgewater Township, MN -- Note added 3/24/15 1:58",http://bridgewatertwp.org/,6/6/13 18:08,,
bridgingfoundation.org,Japan-US Friendship Commission,,,quasigovernmental,,District of Columbia,"The United States – Japan Bridging Foundation (USJBF), a 501 (c)(3) nonprofit organization created in 1998, was established at the recommendation of the Japan-US Friendship Commission, an independent federal agency. from https://www.bridgingfoundation.org/about-us . friendshipblossoms.org redirects to bridgingfoundation.org",https://www.bridgingfoundation.org,7/14/20,,
bridgman.org,,,,local,,Michigan,"bridgeman on the lake, mi -- Note added 9/2/15 20:04",http://www.bridgman.org/,6/6/13 18:08,,
briellenj.com,,,,local,,New Jersey,"Borough of Brielle, NJ -- Note added 6/12/13 18:08",http://briellenj.com/,6/6/13 18:08,,
brigantinebeachnj.com,,,,local,,New Jersey,"brigantine beach, nj -- Note added 9/15/15 19:00",http://brigantinebeachnj.com/,6/6/13 18:08,,
brightok.net,,,,county,,Oklahoma,"Carter County, OK -- Note added 7/5/13 17:59",http://brightok.net/cartercounty/,6/6/13 18:08,,
brightoncity.org,,,,local,,Michigan,"City of Brighton, MI -- Note added 9/2/15 20:04",http://brightoncity.org/Home.aspx,6/6/13 18:08,,
brightontwp.com,,,,local,,Michigan,"brighton township, mi -- Note added 9/2/15 20:17",http://brightontwp.com/,6/6/13 18:08,,
brightontwp.org,,,,local,,Pennsylvania,"Brighton Township, PA -- Note added 7/1/14 18:03",http://brightontwp.org/,6/6/13 18:08,,
brightonwi.com,,,,local,,Wisconsin,"Town of Brighton, WI -- Note added 7/25/14 5:21",http://brightonwi.com/,6/6/13 18:08,,
bristolbayboroughak.us,,,,local,,Alaska,"Bristol Bay Borough, AK -- Note added 6/7/13 14:47",,6/7/13 14:46,,
bristolmaine.org,,,,local,,Maine,"bristol, maine -- Note added 8/27/15 18:00",http://bristolmaine.org/,6/6/13 18:08,,
bristolri.us,,,,local,,Rhode Island,"Town of Bristol, RI -- Note added 3/24/14 13:11",http://bristolri.us/,3/24/14 13:11,,
bristolsd.com,,,,local,,South Dakota,"City of Bristol, SD -- Note added 7/17/14 5:13",http://www.bristolsd.com/,6/6/13 18:08,,
bristoltn.org,,,,local,,Tennessee,"City of Bristol, TN -- Note added 6/20/14 14:34",http://bristoltn.org/,6/6/13 18:08,,
bristoltownship.com,,,,local,,Ohio,"Bristol Township, Trumbull County, OH -- Note added 3/10/14 16:46",http://www.bristoltownship.com/,6/6/13 18:08,,
bristoltownship.org,,,,local,,Pennsylvania,"Bristol Township, PA -- Note added 7/1/14 18:05",http://bristoltownship.org/,6/6/13 18:08,,
bristolva.org,,,,local,,Virginia,"City of Bristol, VA -- Note added 5/30/14 13:47",http://bristolva.org/,6/6/13 18:08,,
bristolvt.org,,,,local,,Vermont,"Town of Bristol, VT -- Note added 7/25/13 16:03",http://www.bristolvt.org/,6/6/13 18:08,,
broadview-heights.org,,,,local,,Ohio,"City of Broadview Heights, OH -- Note added 3/10/14 16:49",http://broadview-heights.org/,6/6/13 18:08,,
brockportny.org,,,,local,,New York,"Village of Brockport, NY -- Note added 6/17/15 16:42",http://brockportny.org/,6/6/13 18:08,,
brockwaytownship.govoffice.com,,,,local,,Minnesota,"Township of Brockway, MN -- Note added 3/20/14 17:38",http://www.brockwaytownship.govoffice.com/,6/6/13 18:09,,
brocton.org,,,,local,,New York,"Village of Brocton, NY -- Note added 11/9/15 20:22",https://www.brocton.org/,6/6/13 18:09,,
brookfieldma.us,,,,local,,Massachusetts,"Brookfield, MA -- Note added 8/26/15 15:39",http://brookfieldma.us/,6/6/13 18:08,,
brookfieldnh.org,,,,local,,New Hampshire,"brookfield, nh -- Note added 8/28/15 18:38",http://www.brookfieldnh.org/Pages/index,6/6/13 18:08,,
brookfieldny.com,,,,local,,New York,"Town of Brookfield, NY -- Note added 11/20/13 17:10",,6/6/13 18:08,,
brookfieldny.us,,,,local,,New York,"Town of Brookfield, NY -- Note added 11/20/13 17:12",http://www.brookfieldny.us/,11/20/13 17:12,,
brookhaven.org,,,,local,,New York,"Town of Brookhaven, NY -- Note added 6/17/15 16:44",http://www.brookhaven.org/,6/6/13 18:08,,
brookhavenboro.com,,,,local,,Pennsylvania,"Borough of Brookhaven, PA -- Note added 7/1/14 18:10",http://brookhavenboro.com/,6/6/13 18:08,,
brookhavenms.com,,,,local,,Mississippi,"Brookhaven, MS -- Note added 7/8/14 13:07",http://brookhavenms.com/,6/6/13 18:08,,
brookings.or.us,,,,local,,Oregon,"City of Brookings, OR -- Note added 6/13/14 6:12",http://brookings.or.us/,6/6/13 18:08,,
brooklawn-nj.com,,,,local,,New Jersey,"Borough of Brooklawn, NJ -- Note added 8/18/14 17:42",http://www.brooklawn-nj.com/,6/6/13 18:08,,
brookline.nh.us,,,,local,,New Hampshire,"brookline, nh -- Note added 8/28/15 18:39",http://www.brookline.nh.us/,6/6/13 18:08,,
brooklinevt.com,,,,local,,Vermont,"Town of Brookline, VT -- Note added 8/13/14 5:31",http://brooklinevt.com/,6/6/13 18:08,,
brooklyn-usa.org,,,,local,,New York,"Brooklyn Borough President, New York, NY -- Note added 11/20/13 18:25",,11/20/13 18:22,,
brooklynpark.org,,,,local,,Minnesota,"City of Brooklyn Park, MN -- Note added 3/24/15 2:02",http://www.brooklynpark.org/,6/6/13 18:08,,
brooksga.com,,,,local,,Georgia,"Brooks, Ga -- Note added 8/25/15 14:13",http://brooksga.com/,6/6/13 18:08,,
brookstownship.org,,,,local,,Michigan,"Brooks Township, Newaygo County, MI -- Note added 9/22/15 14:25",http://www.brookstownship.org/,6/6/13 18:08,,
brookvilleohio.com,,,,local,,Ohio,"City of Brookeville, OH -- Note added 3/10/14 16:50",http://brookvilleohio.com/,6/6/13 18:08,,
brookwoodalabama.com,,,,local,,Alabama,"Town of Brookwood, AL -- Note added 6/12/13 17:20",http://brookwoodalabama.com/,6/6/13 18:08,,
brooten.govoffice.com,,,,local,,Minnesota,"City of Brooten, MN -- Note added 3/20/14 17:38",http://www.brooten.govoffice.com/,6/6/13 18:09,,
brothertownindians.org,,,,local,,Wisconsin,"Brothertown Indian Nation, WI Eeyamquittoowauconnuck -- Note added 7/25/14 5:23",http://brothertownindians.org/,6/6/13 18:08,,
broussardla.com,,,,local,,Louisiana,"City of Broussard, LA -- Note added 8/24/15 14:00",http://www.broussardla.com/,6/6/13 18:08,,
co.broward.fl.us,,,,county,,Florida,"Broward County, FL -- Note added 1/6/14 19:08",http://co.broward.fl.us/,6/6/13 18:08,,
broward.floridahealth.gov,,,,county,,Florida,Florida Department of Health in Broward County -- Note added 6/16/15 14:10,http://broward.floridahealth.gov/,6/6/13 18:08,,
browerville.govoffice.com,,,,local,,Minnesota,"City of Browerville, MN -- Note added 3/20/14 17:39",http://www.browerville.govoffice.com/,6/6/13 18:09,,
browncountytx.org,,,,county,,Texas,"Brown County, TX -- Note added 3/3/15 6:47",http://www.browncountytx.org/,6/6/13 18:08,,
browndeerwi.org,,,,local,,Wisconsin,"Village of Brown Deer, WI -- Note added 7/25/14 5:24",http://browndeerwi.org/,6/6/13 18:08,,
browningmontana.com,,,,local,,Montana,"Town of Browning, MT -- Note added 11/22/13 12:38",http://browningmontana.com/,6/6/13 18:08,,
brownsburg.org,,,,local,,Indiana,"brownsburg, In -- Note added 8/27/15 14:15",http://www.brownsburg.org/,6/6/13 18:08,,
brownstown-mi.org,,,,local,,Michigan,"brownstown, mi -- Note added 9/2/15 20:18",http://brownstown-mi.org/,6/6/13 18:08,,
brucetwp.org,,,,local,,Michigan,"bruce township, mi -- Note added 9/2/15 20:21",http://brucetwp.org/,6/6/13 18:08,,
brule-wi.org,,,,local,,Wisconsin,"Town of Brule, WI -- Note added 3/20/14 17:40",http://brule-wi.org/,6/6/13 18:08,,
brundidge.org,,,,local,,Alabama,"City of Brundidge, AL -- Note added 6/12/13 17:21",http://www.brundidge.org/,6/6/13 18:08,,
brunswickcountync.gov,,,,county,,North Carolina,"brunswick county, nc -- Note added 9/11/15 18:24",http://www.brunswickcountync.gov/,6/6/13 18:08,,
brunswickco.com,,,,county,,Virginia,"Brunswick County, VA -- Note added 6/6/14 13:47",http://www.brunswickco.com/,6/6/13 18:08,,
brunswickga.org,,,,local,,Georgia,"Brunswick, Ga -- Note added 8/25/15 14:17",http://brunswickga.org/,6/6/13 18:08,,
brunswickme.org,,,,local,,Maine,"brunswick, me -- Note added 8/27/15 18:00",http://www.brunswickme.org/,6/6/13 18:08,,
brushcolo.com,,,,local,,Colorado,"City of Brush, CO -- Note added 7/11/14 5:21",http://brushcolo.com/,6/6/13 18:08,,
bruslyla.com,,,,local,,Louisiana,"Town of Brusly, LA -- Note added 11/20/13 17:14",http://bruslyla.com/,6/6/13 18:08,,
bryancountyga.org,,,,county,,Georgia,"Bryan County, Ga -- Note added 8/25/15 14:17",http://bryancountyga.org/,6/6/13 18:08,,
bsi-vt.com/castleton,,,,local,,,See historical snapshot at: http://web.archive.org/web/20130526210110/http://www.bsi-vt.com/castleton/  -- Note added 8/18/14 18:18,,8/18/14 18:18,,
buckhannonwv.org,,,,local,,West Virginia,"City of Buckhannon, WV -- Note added 7/24/14 5:23",http://buckhannonwv.org/Welcome.html,6/6/13 18:08,,
buckinghamcountyva.org,,,,county,,Virginia,"Buckingham County, VA -- Note added 5/30/14 13:48",http://buckinghamcountyva.org/,6/6/13 18:08,,
buckinghampa.org,,,,local,,Pennsylvania,"Buckingham Township, PA -- Note added 7/1/14 18:12",http://buckinghampa.org/,6/6/13 18:08,,
buckscounty.org,,,,county,,Pennsylvania,"Bucks County, PA -- Note added 7/1/14 18:17",http://buckscounty.org/,6/6/13 18:08,,
site.bucoda.us,,,,local,,Washington,"Town of Bucoda, WA -- Note added 1/14/14 14:23",http://site.bucoda.us/,6/6/13 18:08,,
bucoks.com,,,,county,,Kansas,"Butler County, KS -- Note added 6/30/14 6:26",http://www.bucoks.com/,6/6/13 18:08,,
buenaboro.org,,,,local,,New Jersey,"Borough of Buena, New Jersey -- Note added 9/15/15 19:00",http://buenaboro.org/,6/6/13 18:08,,
buenavistanj.com,,,,local,,New Jersey,"buena vista township, NJ -- Note added 9/15/15 19:00",http://www.buenavistanj.com/,6/6/13 18:08,,
buenavistatribe.com,,,,native_sovereign_nation_tribal,,California,"Buena Vista Me-Wuk Indian Tribe, CA -- Note added 6/12/13 16:07",,6/6/13 18:08,,
buenavistavirginia.org,,,,local,,Virginia,"City of Buena Vista, VA -- Note added 6/6/14 13:48",http://buenavistavirginia.org/,6/6/13 18:08,,
buffalocenteriowa.com,,,,local,,Iowa,"City of Buffalo Center, IA -- Note added 8/13/14 16:53",http://www.buffalocenteriowa.com/,6/6/13 18:09,,
buffalocounty.com,,,,county,,Wisconsin,"Buffalo County, WI -- Note added 7/19/13 17:14",http://www.buffalocounty.com/,6/6/13 18:08,,
buffalomissouri.us,,,,local,,Missouri,"City of Buffalo, MO -- Note added 9/22/15 19:08",http://www.buffalomissouri.us/,6/6/13 18:08,,
buffalooklahoma.com,,,,local,,Oklahoma,"Town of Buffalo, OK -- Note added 9/22/15 19:09",http://buffalooklahoma.com/,6/6/13 18:08,,
buffalotownship.com,,,,local,,Pennsylvania,"Buffalo Township, Butler County, PA -- Note added 9/23/15 13:06",,9/23/15 13:06,,
bugfest.org,,,,state,,North Carolina,NC museum of natural sciences  -- Note added 9/11/15 18:50,http://bugfest.org/,6/6/13 18:08,,
bullheadcity.com,,,,local,,Arizona,"Bullhead City, AZ -- Note added 12/11/13 13:51",http://www.bullheadcity.com/,6/6/13 18:08,,
travelbullitt.org,,,,county,,Kentucky,bullit county Travel  -- Note added 8/27/15 16:12,http://www.travelbullitt.org/,6/6/13 18:08,,
bullochcounty.net,,,,county,,Georgia,"Bulloch County, Ga -- Note added 8/25/15 14:17",http://bullochcounty.net/,6/6/13 18:08,,
buncombecounty.org,,,,county,,North Carolina,"buncombe county, nc -- Note added 9/11/15 17:09",http://buncombecounty.org/,6/6/13 18:08,,
bunkerhilltx.gov,,,,local,,Texas,"City of Bunker Hill Village, TX -- Note added 3/3/15 6:48",https://www.bunkerhilltx.gov/,6/6/13 18:08,,
burkburnett.org,,,,local,,Texas,"City of Burkburnett, TX -- Note added 3/3/15 6:49",http://www.burkburnett.org/,6/6/13 18:08,,
burkecountynd.com,,,,county,,North Dakota,"Burke County, ND -- Note added 7/18/13 17:25",http://burkecountynd.com/,6/6/13 18:08,,
burkevermont.org,,,,local,,Vermont,"Town of Burke, VT -- Note added 3/20/14 17:40",http://burkevermont.org/,6/6/13 18:08,,
burleighco.com,,,,county,,North Dakota,"Burleigh County, ND -- Note added 7/18/13 17:25",http://burleighco.com/,6/6/13 18:08,,
burlesontx.com,,,,local,,Texas,"City of Burleson, TX -- Note added 3/3/15 6:50",http://burlesontx.com/,6/6/13 18:08,,
burleyidaho.org,,,,local,,Idaho,"City of Burley, ID -- Note added 7/5/13 18:27",http://burleyidaho.org/,6/6/13 18:08,,
burlingame.org,,,,local,,California,municipal website -- Note added 3/5/15 17:03,http://burlingame.org/,6/6/13 18:08,,
burlington.org,,,,local,,Massachusetts,"Burlington, MA -- Note added 8/26/15 15:40",http://burlington.org/,6/6/13 18:08,,
burlingtoncolo.com,,,,local,,Colorado,"City of Burlington, CO -- Note added 7/11/14 5:22",http://burlingtoncolo.com/,6/6/13 18:08,,
burlingtonct.us,,,,local,,Connecticut,"Town of Burlington, CT -- Note added 12/15/14 6:16",http://burlingtonct.us/,6/6/13 18:08,,
burlingtoniowa.org,,,,local,,Iowa,"City of Burlington, IA -- Note added 8/18/14 18:21",http://www.burlingtoniowa.org/,6/6/13 18:08,,
burlingtonnj.us,,,,local,,New Jersey,"burlington, nj -- Note added 9/15/15 19:01",http://burlingtonnj.us/,6/6/13 18:08,,
